"Day ","Items ","Note ","Amount "
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4858","250"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4866","167"
"37","Depreciation Expense","Non-Cash Expense - Depreciation","45000"
"37","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"37","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"37","Rental Expense","Cash Payment - Rental - New York","4020"
"37","Rental Expense","Cash Payment - Rental - Detroit","1500"
"37","Rental Expense","Cash Payment - Rental - Miami","1800"
"37","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"36","Human Resource Expense","Staff Dismiss","19000"
"36","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"36","Salary Expense","Cash Payment - Salary Expense","30057"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4684","149"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4691","186"
"36","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 304","15000"
"36","Depreciation Expense","Non-Cash Expense - Depreciation","45000"
"36","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"36","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"36","Rental Expense","Cash Payment - Rental - New York","4020"
"36","Rental Expense","Cash Payment - Rental - Detroit","1500"
"36","Rental Expense","Cash Payment - Rental - Miami","1800"
"36","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"35","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"35","Human Resource Expense","Counselled","2000"
"35","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"35","Salary Expense","Cash Payment - Salary Expense","30263"
"35","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4044","309"
"35","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4659","348"
"35","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 301","15000"
"35","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 307","15000"
"35","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 321","15000"
"35","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 324","15000"
"35","Depreciation Expense","Non-Cash Expense - Depreciation","45000"
"35","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","1225"
"35","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"35","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"35","Rental Expense","Cash Payment - Rental - New York","4020"
"35","Rental Expense","Cash Payment - Rental - Detroit","1500"
"35","Rental Expense","Cash Payment - Rental - Miami","1800"
"35","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"34","Human Resource Expense","Counselled","2000"
"34","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"34","Salary Expense","Cash Payment - Salary Expense","29913"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4370","19"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4378","19"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4407","17"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4533","221"
"34","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 348","15000"
"34","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 351","15000"
"34","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 354","15000"
"34","Depreciation Expense","Non-Cash Expense - Depreciation","45000"
"34","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","1155"
"34","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"34","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"34","Rental Expense","Cash Payment - Rental - New York","4020"
"34","Rental Expense","Cash Payment - Rental - Detroit","1500"
"34","Rental Expense","Cash Payment - Rental - Miami","1800"
"34","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"33","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"33","Salary Expense","Cash Payment - Salary Expense","30281"
"33","Depreciation Expense","Non-Cash Expense - Depreciation","45000"
"33","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","140"
"33","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"33","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"33","Rental Expense","Cash Payment - Rental - New York","4020"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","120"
"33","Rental Expense","Cash Payment - Rental - Detroit","1500"
"33","Rental Expense","Cash Payment - Rental - Miami","1800"
"33","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"32","Human Resource Expense","Counselled","2000"
"32","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"32","Salary Expense","Cash Payment - Salary Expense","30263"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4052","229"
"32","Depreciation Expense","Non-Cash Expense - Depreciation","45000"
"32","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"32","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"32","Rental Expense","Cash Payment - Rental - New York","4020"
"32","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","270"
"32","Rental Expense","Cash Payment - Rental - Detroit","1500"
"32","Rental Expense","Cash Payment - Rental - Miami","1800"
"32","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"31","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"31","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"31","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"31","Salary Expense","Cash Payment - Salary Expense","29997"
"31","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 304","15000"
"31","Depreciation Expense","Non-Cash Expense - Depreciation","45000"
"31","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"31","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"31","Rental Expense","Cash Payment - Rental - New York","4020"
"31","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","390"
"31","Rental Expense","Cash Payment - Rental - Detroit","1500"
"31","Rental Expense","Cash Payment - Rental - Miami","1800"
"31","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"30","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"30","Human Resource Expense","Counselled","2000"
"30","Salary Expense","Cash Payment - Salary Expense","27270"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3720","16"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3863","12"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3870","22"
"30","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 301","15000"
"30","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 307","15000"
"30","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 321","15000"
"30","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 324","15000"
"30","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"30","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"30","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"30","Rental Expense","Cash Payment - Rental - New York","4020"
"30","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","510"
"30","Rental Expense","Cash Payment - Rental - Detroit","1500"
"30","Rental Expense","Cash Payment - Rental - Miami","1800"
"30","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"29","Salary Expense","Cash Payment - Salary Expense","26920"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3553","12"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3561","20"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3686","216"
"29","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"29","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"29","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"29","Rental Expense","Cash Payment - Rental - New York","4020"
"29","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","690"
"29","Rental Expense","Cash Payment - Rental - Detroit","1500"
"29","Rental Expense","Cash Payment - Rental - Miami","1800"
"29","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"28","Human Resource Expense","Cash Payment - Staff Recruiting - San Francisco","60000"
"28","Salary Expense","Cash Payment - Salary Expense","26794"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3391","124"
"28","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"28","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"28","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","156"
"28","Rental Expense","Cash Payment - Rental - New York","4020"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","840"
"28","Rental Expense","Cash Payment - Rental - Detroit","1500"
"28","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","426"
"28","Rental Expense","Cash Payment - Rental - Miami","1800"
"28","Rental Expense","Cash Payment - Rental - San Francisco","3600"
"27","Human Resource Expense","Counselled","2000"
"27","Human Resource Expense","Staff Dismiss","25000"
"27","Salary Expense","Cash Payment - Salary Expense","25358"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3370","17"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3380","12"
"27","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"27","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"27","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","702"
"27","Rental Expense","Cash Payment - Rental - New York","4020"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","1020"
"27","Rental Expense","Cash Payment - Rental - Detroit","1500"
"27","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","384"
"27","Rental Expense","Cash Payment - Rental - Miami","1800"
"26","Salary Expense","Cash Payment - Salary Expense","25744"
"26","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3067","214"
"26","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3085","277"
"26","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3212","110"
"26","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 304","15000"
"26","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"26","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"26","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1248"
"26","Rental Expense","Cash Payment - Rental - New York","4020"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","1140"
"26","Rental Expense","Cash Payment - Rental - Detroit","1500"
"26","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","339"
"26","Rental Expense","Cash Payment - Rental - Miami","1800"
"25","Salary Expense","Cash Payment - Salary Expense","25564"
"25","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2930","107"
"25","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 301","15000"
"25","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 307","15000"
"25","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 321","15000"
"25","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 324","15000"
"25","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"25","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"25","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1950"
"25","Rental Expense","Cash Payment - Rental - New York","4020"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","1320"
"25","Rental Expense","Cash Payment - Rental - Detroit","1500"
"25","Rental Expense","Cash Payment - Rental - Miami","1800"
"24","Salary Expense","Cash Payment - Salary Expense","25564"
"24","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2788","21"
"24","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2894","17"
"24","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"24","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"24","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"24","Rental Expense","Cash Payment - Rental - New York","4020"
"24","Rental Expense","Cash Payment - Rental - Detroit","1500"
"24","Rental Expense","Cash Payment - Rental - Miami","1800"
"23","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"23","Human Resource Expense","Counselled","2000"
"23","Human Resource Expense","Counselled","2000"
"23","Salary Expense","Cash Payment - Salary Expense","25564"
"23","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2643","258"
"23","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2765","189"
"23","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2770","186"
"23","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"23","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","707"
"23","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"23","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"23","Rental Expense","Cash Payment - Rental - New York","4020"
"23","Rental Expense","Cash Payment - Rental - Detroit","1500"
"23","Rental Expense","Cash Payment - Rental - Miami","1800"
"22","Salary Expense","Cash Payment - Salary Expense","25196"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2463","19"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2469","27"
"22","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 291","3300"
"22","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"22","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","679"
"22","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"22","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"22","Rental Expense","Cash Payment - Rental - New York","4020"
"22","Rental Expense","Cash Payment - Rental - Detroit","1500"
"22","Rental Expense","Cash Payment - Rental - Miami","1800"
"21","Human Resource Expense","Counselled","2000"
"21","Salary Expense","Cash Payment - Salary Expense","24944"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2480","15"
"21","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 304","15000"
"21","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"21","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","261"
"21","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"21","Rental Expense","Cash Payment - Rental - New York","4020"
"21","Rental Expense","Cash Payment - Rental - Detroit","1500"
"21","Rental Expense","Cash Payment - Rental - Miami","1800"
"20","Human Resource Expense","Counselled","2000"
"20","Human Resource Expense","Staff Dismiss","18000"
"20","Salary Expense","Cash Payment - Salary Expense","24332"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2171","253"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2290","113"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2306","208"
"20","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 301","15000"
"20","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 307","15000"
"20","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 321","15000"
"20","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 324","15000"
"20","Interest Expense ","Cash Payment - Interest - For Overdraft","2568"
"20","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"20","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","2499"
"20","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","667"
"20","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"20","Rental Expense","Cash Payment - Rental - New York","4020"
"20","Rental Expense","Cash Payment - Rental - Detroit","1500"
"20","Rental Expense","Cash Payment - Rental - Miami","1800"
"19","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"19","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"19","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"19","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"19","Salary Expense","Cash Payment - Salary Expense","25068"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2149","191"
"19","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"19","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"19","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","1974"
"19","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","1073"
"19","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"19","Rental Expense","Cash Payment - Rental - New York","4020"
"19","Rental Expense","Cash Payment - Rental - Detroit","1500"
"19","Rental Expense","Cash Payment - Rental - Miami","1800"
"18","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"18","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"18","Salary Expense","Cash Payment - Salary Expense","22618"
"18","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"18","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"18","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","1479"
"18","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"18","Rental Expense","Cash Payment - Rental - New York","4020"
"18","Rental Expense","Cash Payment - Rental - Detroit","1500"
"18","Rental Expense","Cash Payment - Rental - Miami","1800"
"17","Human Resource Expense","Counselled","2000"
"17","Salary Expense","Cash Payment - Salary Expense","21900"
"17","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"17","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Washington, D.C.","140"
"17","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"17","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","1885"
"17","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"17","Rental Expense","Cash Payment - Rental - New York","4020"
"17","Rental Expense","Cash Payment - Rental - Detroit","1500"
"17","Rental Expense","Cash Payment - Rental - Miami","1800"
"16","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"16","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"16","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"16","Human Resource Expense","Cash Payment - Staff Recruiting - Miami","60000"
"16","Salary Expense","Cash Payment - Salary Expense","21900"
"16","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"16","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"16","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","2262"
"16","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"16","Rental Expense","Cash Payment - Rental - New York","4020"
"16","Rental Expense","Cash Payment - Rental - Detroit","1500"
"16","Rental Expense","Cash Payment - Rental - Miami","1800"
"15","Human Resource Expense","Staff Dismiss","12000"
"15","Human Resource Expense","Counselled","2000"
"15","Salary Expense","Cash Payment - Salary Expense","18400"
"15","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"15","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","667"
"15","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"15","Rental Expense","Cash Payment - Rental - New York","4020"
"15","Rental Expense","Cash Payment - Rental - Detroit","1500"
"14","Salary Expense","Cash Payment - Salary Expense","18768"
"14","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1294","106"
"14","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1297","98"
"14","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1437","161"
"14","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"14","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"14","Rental Expense","Cash Payment - Rental - New York","4020"
"14","Rental Expense","Cash Payment - Rental - Detroit","1500"
"13","Human Resource Expense","Counselled","2000"
"13","Salary Expense","Cash Payment - Salary Expense","18768"
"13","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"13","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"13","Rental Expense","Cash Payment - Rental - New York","4020"
"13","Rental Expense","Cash Payment - Rental - Detroit","1500"
"12","Salary Expense","Cash Payment - Salary Expense","18768"
"12","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1152","263"
"12","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1154","202"
"12","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"12","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"12","Rental Expense","Cash Payment - Rental - New York","4020"
"12","Rental Expense","Cash Payment - Rental - Detroit","1500"
"11","Human Resource Expense","Counselled","2000"
"11","Human Resource Expense","Counselled","2000"
"11","Salary Expense","Cash Payment - Salary Expense","18848"
"11","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 930","169"
"11","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"11","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"11","Rental Expense","Cash Payment - Rental - New York","4020"
"11","Rental Expense","Cash Payment - Rental - Detroit","1500"
"10","Salary Expense","Cash Payment - Salary Expense","18200"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 790","215"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 909","117"
"10","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"10","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"10","Rental Expense","Cash Payment - Rental - New York","4020"
"10","Rental Expense","Cash Payment - Rental - Detroit","1500"
"9","Salary Expense","Cash Payment - Salary Expense","18200"
"9","Interest Expense ","Cash Payment - Interest - For Overdraft","514"
"9","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"9","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"9","Rental Expense","Cash Payment - Rental - New York","4020"
"9","Rental Expense","Cash Payment - Rental - Detroit","1500"
"8","Salary Expense","Cash Payment - Salary Expense","18200"
"8","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 544","220"
"8","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 643","268"
"8","Interest Expense ","Cash Payment - Interest - For Overdraft","1541"
"8","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"8","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"8","Rental Expense","Cash Payment - Rental - New York","4020"
"8","Rental Expense","Cash Payment - Rental - Detroit","1500"
"7","Human Resource Expense","Counselled","2000"
"7","Human Resource Expense","Counselled","2000"
"7","Salary Expense","Cash Payment - Salary Expense","18200"
"7","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"7","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"7","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"7","Rental Expense","Cash Payment - Rental - New York","4020"
"7","Rental Expense","Cash Payment - Rental - Detroit","1500"
"6","Human Resource Expense","Counselled","2000"
"6","Salary Expense","Cash Payment - Salary Expense","18200"
"6","Interest Expense ","Cash Payment - Interest - For Overdraft","4110"
"6","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"6","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"6","Rental Expense","Cash Payment - Rental - New York","4020"
"6","Rental Expense","Cash Payment - Rental - Detroit","1500"
"5","Salary Expense","Cash Payment - Salary Expense","18200"
"5","Interest Expense ","Cash Payment - Interest - For Overdraft","1541"
"5","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"5","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"5","Rental Expense","Cash Payment - Rental - New York","4020"
"5","Rental Expense","Cash Payment - Rental - Detroit","1500"
"4","Human Resource Expense","Counselled","2000"
"4","Human Resource Expense","Counselled","2000"
"4","Salary Expense","Cash Payment - Salary Expense","18200"
"4","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"4","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"4","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"4","Rental Expense","Cash Payment - Rental - New York","4020"
"4","Rental Expense","Cash Payment - Rental - Detroit","1500"
"3","Salary Expense","Cash Payment - Salary Expense","18200"
"3","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"3","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"3","Rental Expense","Cash Payment - Rental - New York","4020"
"3","Rental Expense","Cash Payment - Rental - Detroit","1500"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Washington, D.C.","60000"
"2","Human Resource Expense","Counselled","2000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Los Angeles","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - New York","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Detroit","60000"
"2","Salary Expense","Cash Payment - Salary Expense","18200"
"2","Rental Expense","Cash Payment - Rental - Washington, D.C.","4800"
"2","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"2","Rental Expense","Cash Payment - Rental - New York","4020"
"2","Rental Expense","Cash Payment - Rental - Detroit","1500"
"1","Salary Expense","Cash Payment - Salary Expense","12600"